LogID,LogEntryDate,LogEntryTime,LogEntrySeconds,LogNotes,RPM,Speed,Boost,KnockSum,Load,MAT,TPS,IPW,TimingAdv,WideBandAF,IAT,STFT,LTFT_Idle,LTFT_Cruise,LTFT_High,ActiveWGDC,Octane,Trans_Temp,OddClutchTemp,EvenClutchTemp,OddClutchPressure,EvenClutchPressure,OddClutchSlipSpeed,EvenClutchSlipSpeed,OddInputShaftSpeed,EvenInputShaftSpeed,MAF_Voltage,Airflow,STFT#2,LTFT_High#2,LTFT,LTFT_Mid#2,Cooltemp,Target_AFR,Knock_change,Custom
14,2026-09-02,14:28:46.01064,3.25977,,3031.25,42,,0,26.875,773,60.7843137254902,0,32,14.5,-40,,0,4.6875,0,,,,,,,,,,,,2.63655,156.25,1.953125,0,0,4.6875,-11,14.7,20,
15,2026-09-02,14:28:46.27578,3.52933,,3093.75,46,,0,25.3125,774,58.0392156862745,0,32,14.1,-40,,0,4.6875,0,,,,,,,,,,,,2.48031,143.75,1.171875,0,0,4.6875,-11,14.7,20,
16,2026-09-02,14:28:46.49562,3.74351,,3187.5,46,,0,20.9375,773,50.1960784313725,0,38,14.5,-40,,0,4.6875,0,,,,,,,,,,,,2.5389,131.25,0.1953125,0,0,4.6875,-11,14.7,7,
17,2026-09-02,14:28:46.69886,3.94565,,3250,46,,0,20.3125,773,48.6274509803922,0,37,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.49984,125,-0.5859375,0,0,4.6875,-11,14.7,9,
18,2026-09-02,14:28:46.96489,4.21834,,3281.25,50,,0,19.6875,773,48.2352941176471,0,37,14.5,-40,,0,4.6875,0,,,,,,,,,,,,2.48031,125,-1.7578125,0,0,4.6875,-11,14.7,3,
19,2026-09-02,14:28:47.17610,4.43252,,3343.75,50,,0,20,774,49.0196078431373,0,38,15.3,-40,,0,4.6875,0,,,,,,,,,,,,2.61702,137.5,-2.5390625,0,0,4.6875,-11,14.7,7,
20,2026-09-02,14:28:47.41900,4.67241,,3406.25,50,,0,23.4375,773,54.1176470588235,0,36,14.9,-40,,0,4.6875,0,,,,,,,,,,,,2.69514,156.25,-1.171875,0,0,4.6875,-11,14.7,2,
21,2026-09-02,14:28:47.63765,4.88459,,3468.75,52,,0,23.75,773,54.9019607843137,0,32,14.9,-40,,0,4.6875,0,,,,,,,,,,,,2.83185,175,0.5859375,0,0,4.6875,-11,14.7,2,
22,2026-09-02,14:28:47.90425,5.15675,,3531.25,52,,0,26.875,773,58.0392156862745,0,30,14,-40,,0,4.6875,0,,,,,,,,,,,,2.77326,187.5,0.78125,0,0,4.6875,-11,14.7,16,
23,2026-09-02,14:28:48.12333,5.37138,,3625,52,,0,27.8125,773,59.2156862745098,0,30,14.4,-40,,0,4.6875,0,,,,,,,,,,,,3.14433,212.5,-0.1953125,0,0,4.6875,-11,14.7,3,
24,2026-09-02,14:28:48.37405,5.62115,,3750,56,,0,35.625,773,70.9803921568627,0,25,13.6,-40,,0,4.6875,0,,,,,,,,,,,,3.1248,256.25,-0.78125,0,0,4.6875,-11,14.7,6,
25,2026-09-02,14:28:48.60871,5.86526,,3812.5,56,,0,36.875,774,72.5490196078431,0,24,15,-40,,0,4.6875,0,,,,,,,,,,,,3.06621,281.25,-1.5625,0,0,4.6875,-11,14.7,27,
26,2026-09-02,14:28:48.81248,6.06021,,3906.25,56,,0,37.8125,774,72.156862745098,0,23,14.8,-40,,0,4.6875,0,,,,,,,,,,,,3.28104,293.75,0,0,0,4.6875,-11,12.544,8,
27,2026-09-02,14:28:49.04680,6.29752,,4062.5,56,,0,42.1875,774,77.2549019607843,0,21,13.5,-40,,0,4.6875,0,,,,,,,,,,,,3.30057,343.75,0,0,0,4.6875,-11,12.1393548387097,23,
28,2026-09-02,14:28:49.32943,6.58444,,4187.5,60,,0,46.25,774,79.6078431372549,0,20,13,-40,,0,4.6875,0,,,,,,,,,,,,3.24198,400,0,0,0,4.6875,-11,11.9847133757962,4,
29,2026-09-02,14:28:49.54849,6.80414,,4343.75,60,,0,48.125,774,79.6078431372549,0,20,12.6,-40,,0,4.6875,0,,,,,,,,,,,,3.35916,406.25,0,0,0,4.6875,-11,11.8339622641509,35,
30,2026-09-02,14:28:49.75129,7.00877,,4500,68,,0,47.1875,773,79.6078431372549,0,20,11.3,-40,,0,4.6875,0,,,,,,,,,,,,3.61305,412.5,0,0,0,4.6875,-11,11.8339622641509,4,
31,2026-09-02,14:28:49.96997,7.22363,,4625,68,,0,46.25,773,79.2156862745098,0,22,12,-40,,0,4.6875,0,,,,,,,,,,,,3.33963,418.75,0,0,0,4.6875,-11,11.76,3,
32,2026-09-02,14:28:50.20480,7.45585,,4750,68,,0,43.75,773,74.9019607843137,0,25,12,-40,,0,4.6875,0,,,,,,,,,,,,2.38266,306.25,0,0,0,4.6875,-11,13.7343065693431,1,
33,2026-09-02,14:28:50.42413,7.6779,,4625,68,,0,5,773,14.1176470588235,0,24,10.1,-40,,0,4.6875,0,,,,,,,,,,,,1.67958,37.5,0,0,0,4.6875,-11,12.7135135135135,3,
34,2026-09-02,14:28:50.65889,7.90729,,4343.75,72,,0,3.125,773,11.3725490196078,0,23,11.5,-40,,0,4.6875,0,,,,,,,,,,,,1.64052,25,0,0,0,4.6875,-11,14.363358778626,11,
35,2026-09-02,14:28:50.89371,8.13995,,4000,72,,0,3.125,773,11.3725490196078,0,20,13.1,-40,,0,4.6875,0,,,,,,,,,,,,1.60146,18.75,0,0,0,4.6875,-11,14.7,6,
36,2026-09-02,14:28:51.09734,8.35157,,3687.5,72,,0,24.0625,773,47.4509803921569,0,31,13.1,-40,,0,4.6875,0,,,,,,,,,,,,3.10527,256.25,-0.390625,0,0,4.6875,-10,14.7,27,
37,2026-09-02,14:28:51.31712,8.57076,,3312.5,72,,2,35.3125,774,71.7647058823529,0,22,13.4,-40,,0,4.6875,0,,,,,,,,,,,,2.69514,200,-0.9765625,0,0,4.6875,-11,14.7,9,
38,2026-09-02,14:28:51.55217,8.79588,,3375,72,,1,24.6875,773,54.9019607843137,0,34,15.5,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,131.25,-1.953125,0,0,4.6875,-11,14.7,4,
39,2026-09-02,14:28:51.77128,9.02554,,3406.25,72,,0,14.375,773,33.7254901960784,0,41,15.8,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,87.5,-2.1484375,0,0,4.6875,-10,14.7,15,
40,2026-09-02,14:28:52.00614,9.25198,,3406.25,72,,0,12.5,773,30.1960784313725,0,41,15.3,-40,,0,4.6875,0,,,,,,,,,,,,2.18736,81.25,-0.9765625,0,0,4.6875,-10,14.7,19,
41,2026-09-02,14:28:52.24096,9.48468,,3406.25,72,,0,12.1875,773,30.1960784313725,0,41,14.8,-40,,0,4.6875,0,,,,,,,,,,,,2.22642,81.25,0.1953125,0,0,4.6875,-11,14.7,19,
42,2026-09-02,14:28:52.46010,9.71445,,3406.25,72,,0,11.25,773,28.6274509803922,0,41,14.4,-40,,0,4.6875,0,,,,,,,,,,,,2.08971,75,0.390625,0,0,4.6875,-10,14.7,8,
43,2026-09-02,14:28:52.67937,9.93427,,3406.25,72,,0,9.0625,774,25.0980392156863,0,31,14.2,-40,,0,4.6875,0,,,,,,,,,,,,1.58193,37.5,-0.5859375,0,0,4.6875,-10,14.7,6,
44,2026-09-02,14:28:52.91424,10.16375,,3312.5,72,,0,4.0625,773,14.9019607843137,0,13,14.5,-40,,0,4.6875,0,,,,,,,,,,,,1.5624,25,0,0,0,4.6875,-10,14.7,11,
45,2026-09-02,14:28:53.14914,10.39789,,3312.5,72,,0,3.125,773,13.7254901960784,0,12,16.7,-40,,0,4.6875,0,,,,,,,,,,,,1.5624,18.75,0,0,0,4.6875,-11,14.7,9,
46,2026-09-02,14:28:53.33612,10.59301,,3281.25,72,,0,2.8125,773,13.3333333333333,0,11,14.7,-40,,0,4.6875,0,,,,,,,,,,,,1.52334,18.75,0,0,0,4.6875,-11,14.7,21,
47,2026-09-02,14:28:53.57044,10.82775,,3250,72,,0,2.8125,773,13.3333333333333,0,9,15.1,-40,,0,4.6875,0,,,,,,,,,,,,1.54287,18.75,0,0,0,4.6875,-10,14.7,4,
48,2026-09-02,14:28:53.78954,11.04021,,3218.75,72,,0,2.5,773,12.9411764705882,0,9,22.7,-40,,0,4.6875,0,,,,,,,,,,,,1.50381,12.5,0,0,0,4.6875,-10,14.7,4,
49,2026-09-02,14:28:54.07125,11.32683,,3156.25,68,,0,2.5,773,12.5490196078431,0,7,33.4,-40,,0,4.6875,0,,,,,,,,,,,,1.5624,18.75,0,0,0,4.6875,-10,14.7,18,
50,2026-09-02,14:28:54.30573,11.5516,,3062.5,68,,0,3.4375,773,14.1176470588235,0,6,67.8,-40,,0,4.6875,0,,,,,,,,,,,,1.52334,18.75,0,0,0,4.6875,-10,14.7,22,
51,2026-09-02,14:28:54.50872,11.76087,,2968.75,68,,0,3.4375,773,14.5098039215686,0,5,85,-40,,0,4.6875,0,,,,,,,,,,,,1.50381,18.75,0,0,0,4.6875,-10,14.7,16,
52,2026-09-02,14:28:54.74354,11.99086,,2937.5,62,,0,3.4375,773,14.5098039215686,0,4,96,-40,,0,4.6875,0,,,,,,,,,,,,1.5624,18.75,0,0,0,4.6875,-10,14.7,1,
53,2026-09-02,14:28:54.94714,12.19062,,2875,62,,0,3.4375,773,14.5098039215686,0,3,96,-40,,0,4.6875,0,,,,,,,,,,,,1.50381,18.75,0,0,0,4.6875,-10,14.7,8,
54,2026-09-02,14:28:55.16642,12.41471,,2812.5,62,,0,3.4375,773,14.5098039215686,0,3,96,-40,,0,4.6875,0,,,,,,,,,,,,1.60146,18.75,0,0,0,4.6875,-10,14.7,13,
55,2026-09-02,14:28:55.41694,12.66966,,2750,58,,0,3.75,773,14.5098039215686,0,1,96,-40,,0,4.6875,0,,,,,,,,,,,,1.54287,18.75,0,0,0,4.6875,-10,14.7,11,
56,2026-09-02,14:28:55.63617,12.88313,,2687.5,58,,0,3.4375,773,14.5098039215686,0,1,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.54287,18.75,0,0,0,4.6875,-10,14.7,10,
57,2026-09-02,14:28:55.85545,13.11419,,2625,58,,0,3.75,773,14.1176470588235,0,-1,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.54287,18.75,0,0,0,4.6875,-10,14.7,21,
58,2026-09-02,14:28:56.05899,13.30883,,2562.5,58,,0,3.4375,773,14.1176470588235,0,-1,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.54287,18.75,0,0,0,4.6875,-10,14.7,10,
59,2026-09-02,14:28:56.27821,13.52318,,2531.25,54,,0,3.75,773,13.7254901960784,0,-2,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.48428,18.75,0,0,0,4.6875,-10,14.7,1,
60,2026-09-02,14:28:56.48135,13.73773,,2468.75,54,,0,4.0625,773,13.7254901960784,0,-3,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.58193,18.75,0,0,0,4.6875,-11,14.7,8,
61,2026-09-02,14:28:56.68493,13.93768,,2437.5,54,,0,3.75,773,13.7254901960784,0,-3,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.5624,18.75,0,0,0,4.6875,-11,14.7,4,
62,2026-09-02,14:28:56.91979,14.17007,,2406.25,52,,0,3.75,773,13.3333333333333,0,-4,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.48428,18.75,0,0,0,4.6875,-11,14.7,4,
63,2026-09-02,14:28:57.18612,14.43695,,2375,52,,0,3.75,773,13.3333333333333,0,-4,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.50381,18.75,0,0,0,4.6875,-10,14.7,2,
64,2026-09-02,14:28:57.38959,14.63993,,2375,52,,0,4.0625,773,13.3333333333333,0,-5,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.52334,18.75,0,0,0,4.6875,-11,14.7,7,
65,2026-09-02,14:28:57.64030,14.8884,,2343.75,50,,0,4.0625,773,13.3333333333333,0,-5,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.5624,18.75,0,0,0,4.6875,-11,14.7,18,
66,2026-09-02,14:28:57.84388,15.09579,,2312.5,50,,0,4.0625,773,13.3333333333333,0,-5,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.54287,18.75,0,0,0,4.6875,-10,14.7,15,
67,2026-09-02,14:28:58.04744,15.29847,,2281.25,50,,0,4.0625,773,13.3333333333333,0,-6,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.5624,18.75,0,0,0,4.6875,-11,14.7,1,
68,2026-09-02,14:28:58.32882,15.57741,,2250,48,,0,4.0625,773,13.3333333333333,0,-7,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.54287,18.75,0,0,0,4.6875,-11,14.7,7,
69,2026-09-02,14:28:58.54795,15.79766,,2156.25,48,,0,4.375,773,13.7254901960784,0,-7,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.54287,18.75,0,0,0,4.6875,-11,14.7,3,
70,2026-09-02,14:28:58.79850,16.04886,,2125,48,,0,4.375,773,14.1176470588235,0,-8,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.58193,18.75,0,0,0,4.6875,-11,14.7,17,
71,2026-09-02,14:28:59.01723,16.27402,,2062.5,44,,0,4.6875,773,14.9019607843137,0,-9,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.52334,18.75,0,0,0,4.6875,-11,14.7,11,
72,2026-09-02,14:28:59.23649,16.48615,,2000,44,,0,4.6875,773,15.2941176470588,0,-10,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.5624,18.75,0,0,0,4.6875,-11,14.7,8,
73,2026-09-02,14:28:59.44007,16.69789,,1906.25,44,,0,5,773,16.078431372549,0,7,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.5624,18.75,0,0,0,4.6875,-11,14.7,2,
74,2026-09-02,14:28:59.70628,16.95519,,1843.75,40,,0,5.3125,773,16.8627450980392,0,20,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.48428,18.75,0,0,0,4.6875,-11,14.7,2,
75,2026-09-02,14:28:59.90990,17.16743,,1750,40,,0,5.625,773,17.2549019607843,0,20,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.60146,18.75,0,0,0,4.6875,-11,14.7,1,
76,2026-09-02,14:29:00.14481,17.39236,,1687.5,40,,0,5.9375,773,17.2549019607843,0,20,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.48428,18.75,0,0,0,4.6875,-11,14.7,3,
77,2026-09-02,14:29:00.31709,17.56149,,1593.75,40,,0,5.9375,773,17.2549019607843,0,-5,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.50381,18.75,0,0,0,4.6875,-11,14.7,0,
78,2026-09-02,14:29:00.55188,17.80654,,1531.25,34,,0,6.25,773,16.8627450980392,0,32,99.9,-40,,0,4.6875,0,,,,,,,,,,,,1.48428,18.75,0,0,0,4.6875,-11,14.7,2,
79,2026-09-02,14:29:00.77060,18.02569,,1343.75,34,,0,6.875,773,18.4313725490196,0,32,78.8,-40,,0,4.6875,0,,,,,,,,,,,,1.48428,18.75,0,0,0,4.6875,-11,14.7,1,
80,2026-09-02,14:29:00.98988,18.24544,,1187.5,34,,0,8.125,773,20.3921568627451,0,27,17.1,-40,,0,4.6875,0,,,,,,,,,,,,1.58193,18.75,0,0,0,4.6875,-11,14.7,3,
81,2026-09-02,14:29:01.20913,18.4599,,1062.5,28,,0,8.75,773,21.9607843137255,0,23,14.6,-40,,0,4.6875,0,,,,,,,,,,,,1.50381,18.75,0,0,0,4.6875,-11,14.7,1,
82,2026-09-02,14:29:01.42836,18.67476,,937.5,28,,0,9.375,773,23.5294117647059,0,21,13.8,-40,,0,4.6875,0,,,,,,,,,,,,1.58193,18.75,0,0,0,4.6875,-11,14.7,1,
83,2026-09-02,14:29:01.61635,18.86919,,875,28,,0,10,773,25.0980392156863,0,19,13.6,-40,,0,4.6875,0,,,,,,,,,,,,1.5624,18.75,0,0,0,4.6875,-11,14.7,3,
84,2026-09-02,14:29:01.80431,19.04887,,812.5,22,,0,10.9375,773,26.2745098039216,0,16,13.5,-40,,0,4.6875,0,,,,,,,,,,,,1.5624,18.75,0,0,0,4.6875,-11,14.7,2,
85,2026-09-02,14:29:01.96054,19.21378,,750,22,,0,11.5625,773,27.4509803921569,0,14,13.6,-40,,0,4.6875,0,,,,,,,,,,,,1.40616,18.75,0,0,0,4.6875,-11,14.7,3,
86,2026-09-02,14:29:02.13291,19.38332,,750,22,,0,11.25,773,27.4509803921569,0,13,13.5,-40,,0,4.6875,0,,,,,,,,,,,,1.3671,12.5,0,0,0,4.6875,-11,14.7,3,
87,2026-09-02,14:29:02.30527,19.55858,,718.75,22,,0,10.625,773,26.6666666666667,0,14,13.7,-40,,0,4.6875,0,,,,,,,,,,,,1.42569,12.5,0.1953125,0,0,4.6875,-11,14.7,2,
88,2026-09-02,14:29:02.49319,19.7382,,656.25,18,,0,10.3125,773,26.6666666666667,0,15,13.9,-40,,0,4.6875,0,,,,,,,,,,,,1.50381,12.5,0.1953125,0,0,4.6875,-11,14.7,3,
89,2026-09-02,14:29:02.64972,19.90799,,687.5,18,,0,10.3125,772,26.6666666666667,0,10,13.8,-40,,0,4.6875,0,,,,,,,,,,,,1.52334,12.5,0.1953125,0,0,4.6875,-11,14.7,1,
90,2026-09-02,14:29:02.83754,20.08234,,718.75,18,,0,10,772,26.6666666666667,0,9,14.2,-40,,0,4.6875,0,,,,,,,,,,,,1.50381,12.5,0.1953125,0,0,4.6875,-11,14.7,3,
91,2026-09-02,14:29:03.00937,20.26043,,718.75,18,,0,10,773,26.2745098039216,0,10,14.2,-40,,0,4.6875,0,,,,,,,,,,,,1.38663,12.5,0.390625,0,0,4.6875,-11,14.7,3,
92,2026-09-02,14:29:03.22852,20.47688,,718.75,14,,0,9.6875,773,25.8823529411765,0,9,14.5,-40,,0,4.6875,0,,,,,,,,,,,,1.48428,12.5,0.390625,0,0,4.6875,-11,14.7,0,
93,2026-09-02,14:29:03.40116,20.65685,,718.75,14,,0,9.6875,773,25.8823529411765,0,10,14.6,-40,,0,4.6875,0,,,,,,,,,,,,1.38663,12.5,0.390625,0,0,4.6875,-11,14.7,2,
94,2026-09-02,14:29:03.58904,20.83674,,718.75,14,,0,9.6875,773,25.8823529411765,0,10,14.8,-40,,0,4.6875,0,,,,,,,,,,,,1.52334,12.5,0.5859375,0,0,4.6875,-11,14.7,1,
95,2026-09-02,14:29:03.76128,21.01131,,718.75,14,,0,9.375,772,25.8823529411765,0,10,15.1,-40,,0,4.6875,0,,,,,,,,,,,,1.38663,12.5,0.5859375,0,0,4.6875,-11,14.7,2,
96,2026-09-02,14:29:03.98035,21.23103,,718.75,12,,0,9.375,774,25.8823529411765,0,10,15.4,-40,,0,4.6875,0,,,,,,,,,,,,1.38663,12.5,0.5859375,0,0,4.6875,-11,14.7,3,
97,2026-09-02,14:29:04.18370,21.43587,,718.75,12,,0,9.375,773,25.4901960784314,0,9,15.5,-40,,0,4.6875,0,,,,,,,,,,,,1.40616,12.5,0.5859375,0,0,4.6875,-11,14.7,1,
98,2026-09-02,14:29:04.35644,21.61499,,718.75,12,,0,9.375,772,25.4901960784314,0,10,15.4,-40,,0,4.6875,0,,,,,,,,,,,,1.52334,12.5,0.78125,0,0,4.6875,-11,14.7,2,
99,2026-09-02,14:29:04.54393,21.79994,,718.75,12,,0,9.375,774,25.4901960784314,0,10,15.5,-40,,0,4.6875,0,,,,,,,,,,,,1.40616,12.5,0.78125,0,0,4.6875,-11,14.7,3,
100,2026-09-02,14:29:04.76256,22.01283,,718.75,8,,0,9.375,773,25.4901960784314,0,10,15.4,-40,,0,4.6875,0,,,,,,,,,,,,1.3671,12.5,0.78125,0,0,4.6875,-11,14.7,1,
101,2026-09-02,14:29:04.98111,22.23431,,718.75,8,,0,9.375,773,25.4901960784314,0,10,15.4,-40,,0,4.6875,0,,,,,,,,,,,,1.3671,12.5,0.9765625,0,0,4.6875,-11,14.7,0,
102,2026-09-02,14:29:05.20095,22.45121,,718.75,8,,0,9.375,773,25.4901960784314,0,10,15.7,-40,,0,4.6875,0,,,,,,,,,,,,1.42569,12.5,0.9765625,0,0,4.6875,-11,14.7,2,
103,2026-09-02,14:29:05.43580,22.68348,,718.75,8,,0,9.375,772,25.4901960784314,0,10,15.3,-40,,0,4.6875,0,,,,,,,,,,,,1.52334,12.5,0.9765625,0,0,4.6875,-11,14.7,1,
104,2026-09-02,14:29:05.65510,22.91337,,750,8,,0,9.0625,773,25.0980392156863,0,10,15.4,-40,,0,4.6875,0,,,,,,,,,,,,1.48428,12.5,1.171875,0,0,4.6875,-11,14.7,2,
105,2026-09-02,14:29:05.88941,23.14779,,750,8,,0,9.0625,773,24.7058823529412,0,10,15.3,-40,,0,4.6875,0,,,,,,,,,,,,1.44522,12.5,1.171875,0,0,4.6875,-11,14.7,0,
106,2026-09-02,14:29:06.12484,23.38216,,750,4,,0,9.0625,773,24.7058823529412,0,9,15.2,-40,,0,4.6875,0,,,,,,,,,,,,1.46475,12.5,1.171875,0,0,4.6875,-11,14.7,2,
107,2026-09-02,14:29:06.34432,23.59227,,781.25,4,,0,11.5625,773,28.6274509803922,0,10,15.2,-40,,0,4.6875,0,,,,,,,,,,,,2.3436,37.5,1.3671875,0,0,4.6875,-11,14.7,2,
108,2026-09-02,14:29:06.54786,23.79683,,875,4,,0,28.75,773,57.2549019607843,0,2,15,-40,,0,4.6875,0,,,,,,,,,,,,1.5624,50,1.7578125,0,0,4.6875,-11,14.7,2,
109,2026-09-02,14:29:06.76718,24.0142,,1093.75,4,,0,21.875,773,46.6666666666667,0,13,12.3,-40,,0,4.6875,0,,,,,,,,,,,,2.03112,50,1.5625,0,0,4.6875,-11,14.7,7,
110,2026-09-02,14:29:07.00157,24.25125,,1187.5,4,,0,19.0625,773,43.1372549019608,0,21,11.6,-40,,0,4.6875,0,,,,,,,,,,,,1.58193,37.5,1.171875,0,0,4.6875,-11,14.7,7,
111,2026-09-02,14:29:07.19033,24.44537,,1156.25,4,,0,14.0625,773,34.5098039215686,0,24,11.4,-40,,0,4.6875,0,,,,,,,,,,,,1.46475,25,0.9765625,0,0,4.6875,-12,14.7,8,
112,2026-09-02,14:29:07.48690,24.73507,,1000,8,,0,11.25,773,29.0196078431373,0,23,11.5,-40,,0,4.6875,0,,,,,,,,,,,,1.46475,18.75,0.78125,0,0,4.6875,-11,14.7,2,
113,2026-09-02,14:29:07.76937,25.02536,,1000,8,,0,8.75,773,25.0980392156863,0,13,12,-40,,0,4.6875,0,,,,,,,,,,,,1.52334,18.75,0.5859375,0,0,4.6875,-11,14.7,1,
114,2026-09-02,14:29:07.98849,25.2377,,1062.5,8,,0,7.5,773,22.7450980392157,0,17,12.3,-40,,0,4.6875,0,,,,,,,,,,,,1.54287,12.5,0.390625,0,0,4.6875,-11,14.7,5,
115,2026-09-02,14:29:08.22385,25.46914,,1000,8,,0,8.125,773,22.7450980392157,0,16,12.8,-40,,0,4.6875,0,,,,,,,,,,,,1.54287,12.5,0.1953125,0,0,4.6875,-12,14.7,1,
116,2026-09-02,14:29:08.44323,25.69393,,968.75,8,,0,8.4375,773,23.1372549019608,0,15,13,-40,,0,4.6875,0,,,,,,,,,,,,1.44522,18.75,0,0,0,4.6875,-12,14.7,3,
117,2026-09-02,14:29:08.64665,25.90361,,1031.25,8,,0,8.4375,773,23.1372549019608,0,17,13.4,-40,,0,4.6875,0,,,,,,,,,,,,1.5624,18.75,-0.1953125,0,0,4.6875,-12,14.7,0,
118,2026-09-02,14:29:08.86589,26.11643,,1000,8,,0,9.0625,772,23.921568627451,0,16,14,-40,,0,4.6875,0,,,,,,,,,,,,1.58193,18.75,-0.390625,0,0,4.6875,-12,14.7,1,
119,2026-09-02,14:29:09.10014,26.35787,,937.5,8,,0,10,772,25.4901960784314,0,15,14.3,-40,,0,4.6875,0,,,,,,,,,,,,1.69911,18.75,-0.5859375,0,0,4.6875,-12,14.7,1,
120,2026-09-02,14:29:09.35068,26.59787,,1000,8,,0,11.875,772,28.2352941176471,0,16,14.3,-40,,0,4.6875,0,,,,,,,,,,,,1.73817,25,-0.78125,0,0,4.6875,-12,14.7,4,
