LogID,LogEntryDate,LogEntryTime,LogEntrySeconds,LogNotes,RPM,Speed,Boost,KnockSum,Load,MAT,TPS,IPW,TimingAdv,WideBandAF,IAT,STFT,LTFT_Idle,LTFT_Cruise,LTFT_High,ActiveWGDC,Octane,Trans_Temp,OddClutchTemp,EvenClutchTemp,OddClutchPressure,EvenClutchPressure,OddClutchSlipSpeed,EvenClutchSlipSpeed,OddInputShaftSpeed,EvenInputShaftSpeed,MAF_Voltage,Airflow,STFT#2,LTFT_High#2,LTFT,LTFT_Mid#2,Cooltemp,Target_AFR,Knock_change,Custom
24,2026-09-02,13:54:37.21733,3.02817,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
25,2026-09-02,13:54:37.32715,3.13784,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
26,2026-09-02,13:54:37.46780,3.28261,,0,0,,0,0,776,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
27,2026-09-02,13:54:37.59296,3.39742,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
28,2026-09-02,13:54:37.70227,3.51697,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
29,2026-09-02,13:54:37.81180,3.6223,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
30,2026-09-02,13:54:37.92179,3.73847,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
31,2026-09-02,13:54:38.06229,3.86641,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
32,2026-09-02,13:54:38.17149,3.97935,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
33,2026-09-02,13:54:38.29675,4.10352,,0,0,,0,0,775,80.7843137254902,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
34,2026-09-02,13:54:38.39075,4.20641,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
35,2026-09-02,13:54:38.50031,4.31094,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
36,2026-09-02,13:54:38.59431,4.41103,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
37,2026-09-02,13:54:38.70368,4.52086,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
38,2026-09-02,13:54:38.84483,4.65019,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
39,2026-09-02,13:54:38.93860,4.75544,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
40,2026-09-02,13:54:39.04793,4.86013,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
41,2026-09-02,13:54:39.34504,5.14921,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
42,2026-09-02,13:54:39.45535,5.26199,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
43,2026-09-02,13:54:39.54911,5.36432,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
44,2026-09-02,13:54:39.65867,5.46884,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
45,2026-09-02,13:54:39.76793,5.58368,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
46,2026-09-02,13:54:39.90905,5.71309,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
47,2026-09-02,13:54:40.00681,5.81294,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
48,2026-09-02,13:54:40.11393,5.91836,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
49,2026-09-02,13:54:40.22330,6.03166,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
50,2026-09-02,13:54:40.33278,6.13807,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
51,2026-09-02,13:54:40.42704,6.23758,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
52,2026-09-02,13:54:40.53637,6.34544,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
53,2026-09-02,13:54:40.64630,6.45751,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
54,2026-09-02,13:54:40.75568,6.57191,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
55,2026-09-02,13:54:40.86550,6.68177,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
56,2026-09-02,13:54:40.97487,6.78402,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
57,2026-09-02,13:54:41.08432,6.89177,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
58,2026-09-02,13:54:41.19415,7.00456,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.19133,0,0,0,0.78125,5.078125,64,14.7,0,
59,2026-09-02,13:54:41.30351,7.11171,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
60,2026-09-02,13:54:41.42852,7.2313,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
61,2026-09-02,13:54:41.55345,7.35654,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
62,2026-09-02,13:54:41.66392,7.48092,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
63,2026-09-02,13:54:41.77327,7.59077,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
64,2026-09-02,13:54:41.88325,7.70069,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
65,2026-09-02,13:54:41.99252,7.80556,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
66,2026-09-02,13:54:42.10187,7.91022,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
67,2026-09-02,13:54:42.21205,8.01527,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
68,2026-09-02,13:54:42.30596,8.12004,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
69,2026-09-02,13:54:42.41564,8.22938,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
70,2026-09-02,13:54:42.52522,8.33939,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
71,2026-09-02,13:54:42.63429,8.44928,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
72,2026-09-02,13:54:42.74345,8.54935,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
73,2026-09-02,13:54:42.85288,8.66937,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
74,2026-09-02,13:54:42.96326,8.77388,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
75,2026-09-02,13:54:43.07229,8.88188,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
76,2026-09-02,13:54:43.18224,8.98821,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
77,2026-09-02,13:54:43.29160,9.10027,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
78,2026-09-02,13:54:43.40138,9.20802,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
79,2026-09-02,13:54:43.49507,9.31276,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
80,2026-09-02,13:54:43.62060,9.42755,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
81,2026-09-02,13:54:43.73005,9.54063,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
82,2026-09-02,13:54:43.83932,9.6525,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
83,2026-09-02,13:54:43.96487,9.77316,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
84,2026-09-02,13:54:44.07425,9.8839,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
85,2026-09-02,13:54:44.18357,9.98676,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
86,2026-09-02,13:54:44.27750,10.08642,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
87,2026-09-02,13:54:44.38764,10.19353,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
88,2026-09-02,13:54:44.48121,10.29125,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
89,2026-09-02,13:54:44.59027,10.39594,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
90,2026-09-02,13:54:44.74698,10.56073,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
91,2026-09-02,13:54:44.88821,10.69366,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
92,2026-09-02,13:54:44.99756,10.80575,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
93,2026-09-02,13:54:45.10695,10.91282,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
94,2026-09-02,13:54:45.21684,11.02015,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
95,2026-09-02,13:54:45.34210,11.16013,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
96,2026-09-02,13:54:45.46714,11.27368,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
97,2026-09-02,13:54:45.57648,11.38452,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
98,2026-09-02,13:54:45.68661,11.49402,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
99,2026-09-02,13:54:45.78034,11.5986,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
100,2026-09-02,13:54:45.89018,11.69844,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
101,2026-09-02,13:54:45.98391,11.79834,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
102,2026-09-02,13:54:46.09326,11.90125,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
103,2026-09-02,13:54:46.20266,12.00826,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
104,2026-09-02,13:54:46.29639,12.10866,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
105,2026-09-02,13:54:46.40803,12.21611,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
106,2026-09-02,13:54:46.51713,12.33276,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
107,2026-09-02,13:54:46.64262,12.44744,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
108,2026-09-02,13:54:46.73634,12.54716,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
109,2026-09-02,13:54:46.83007,12.64701,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
110,2026-09-02,13:54:46.93994,12.74772,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
111,2026-09-02,13:54:47.03415,12.84722,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
112,2026-09-02,13:54:47.14408,12.95231,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
113,2026-09-02,13:54:47.25391,13.06007,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
114,2026-09-02,13:54:47.34761,13.16218,,0,0,,0,0,776,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
115,2026-09-02,13:54:47.45738,13.26169,,0,0,,0,0,776,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
116,2026-09-02,13:54:47.56665,13.37345,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
117,2026-09-02,13:54:47.66056,13.47626,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
118,2026-09-02,13:54:47.78578,13.59337,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
119,2026-09-02,13:54:47.87998,13.69575,,0,0,,0,0,776,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
120,2026-09-02,13:54:47.98936,13.80095,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
121,2026-09-02,13:54:48.09870,13.90581,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
122,2026-09-02,13:54:48.19243,14.00567,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
123,2026-09-02,13:54:48.30225,14.11542,,0,0,,0,0,774,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
124,2026-09-02,13:54:48.41222,14.22256,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
125,2026-09-02,13:54:48.52157,14.32475,,0,0,,0,0,775,81.1764705882353,0,61,99.9,-40,,0.78125,5.078125,,,,,,,,,,,,,1.1718,0,0,0,0.78125,5.078125,64,14.7,0,
